px,py,pz,qx,qy,qz,qw
0.501326,1.560640,0.468681,0.09870582,0.05830030,-0.47800228,0.87084560
0.501651,1.560398,0.468878,0.09832040,0.05771750,-0.47846297,0.87067501
0.501976,1.560156,0.469076,0.09793474,0.05713439,-0.47892352,0.87050371
0.501630,1.559798,0.469850,0.09879650,0.05688851,-0.47967358,0.87000931
0.501283,1.559441,0.470625,0.09965827,0.05664250,-0.48042302,0.86951342
0.500937,1.559084,0.471400,0.10051957,0.05639649,-0.48117142,0.86901629
0.500890,1.557512,0.472432,0.10188029,0.05583944,-0.48161472,0.86864816
0.500843,1.555940,0.473465,0.10324072,0.05528225,-0.48205681,0.86827787
0.500797,1.554369,0.474498,0.10460092,0.05472493,-0.48249771,0.86790540
0.501280,1.554529,0.475935,0.10720226,0.05425358,-0.48318122,0.86723707
0.501763,1.554689,0.477372,0.10980278,0.05378180,-0.48386092,0.86656187
0.502247,1.554849,0.478810,0.11240258,0.05330957,-0.48453684,0.86587978
0.502961,1.556161,0.476426,0.11411139,0.05420993,-0.48459316,0.86556880
0.503676,1.557474,0.474041,0.11581980,0.05511009,-0.48464763,0.86525449
0.504391,1.558787,0.471657,0.11752777,0.05601005,-0.48470024,0.86493686
0.505093,1.558240,0.471071,0.11863388,0.05694573,-0.48465936,0.86474764
0.505796,1.557694,0.470484,0.11973976,0.05788132,-0.48461745,0.86455657
0.506498,1.557148,0.469898,0.12084540,0.05881679,-0.48457450,0.86436365
0.506821,1.557372,0.471148,0.11884294,0.05879271,-0.48557381,0.86408209
0.507144,1.557597,0.472397,0.11683978,0.05876833,-0.48657069,0.86379611
0.507467,1.557822,0.473647,0.11483509,0.05874365,-0.48756555,0.86350560
0.508829,1.559318,0.473612,0.10772606,0.05602027,-0.48944357,0.86354028
0.510191,1.560816,0.473577,0.10060680,0.05329207,-0.49129243,0.86352185
0.511553,1.562314,0.473542,0.09348153,0.05056066,-0.49311100,0.86345027
0.510228,1.561665,0.475010,0.09499719,0.04990645,-0.49241328,0.86372104
0.508904,1.561016,0.476477,0.09651255,0.04925208,-0.49171394,0.86398898
0.507579,1.560368,0.477945,0.09802765,0.04859751,-0.49101295,0.86425410
0.509212,1.561466,0.475678,0.10101628,0.05046742,-0.48871539,0.86510463
0.510844,1.562565,0.473410,0.10400319,0.05233649,-0.48640871,0.86593925
0.512477,1.563663,0.471143,0.10698820,0.05420460,-0.48409306,0.86675792
0.511044,1.562528,0.474685,0.10221851,0.05246704,-0.48370380,0.86765732
0.509611,1.561393,0.478227,0.09744613,0.05072808,-0.48330161,0.86853351
0.508178,1.560259,0.481770,0.09267110,0.04898776,-0.48288651,0.86938650
0.506984,1.560548,0.481813,0.09119009,0.04904715,-0.48381212,0.86902508
0.505792,1.560838,0.481856,0.08971049,0.04910632,-0.48473512,0.86866130
0.504599,1.561127,0.481899,0.08822978,0.04916536,-0.48565710,0.86829457
0.505300,1.563816,0.479822,0.08919557,0.04930292,-0.48698855,0.86744194
0.506001,1.566505,0.477745,0.09016103,0.04944031,-0.48831829,0.86658635
0.506703,1.569194,0.475668,0.09112626,0.04957754,-0.48964645,0.86572769
0.505982,1.567104,0.478987,0.09088578,0.05027850,-0.48991212,0.86556222
0.505260,1.565014,0.482306,0.09064521,0.05097950,-0.49017750,0.86539618
0.504540,1.562924,0.485625,0.09040463,0.05168036,-0.49044252,0.86522961
0.506577,1.560242,0.483515,0.09124995,0.05204045,-0.49249126,0.86395463
0.508614,1.557559,0.481405,0.09209468,0.05240020,-0.49453674,0.86267387
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
0.510651,1.554877,0.479294,0.09293882,0.05275960,-0.49657897,0.86138733
